fill	x	y	xmin	xmax	ymin	ymax
#A6A6A6	3.25	2.5	3.125	3.375	2.375	2.625
#FFFFFF	4.75	4.75	4.625	4.875	4.625	4.875
#575757	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	4.5	4.75	4.375	4.625	4.625	4.875
#404040	2.75	1	2.625	2.875	0.875	1.125
#D8D8D8	4.25	4.25	4.125	4.375	4.125	4.375
#B2B2B2	4.25	4	4.125	4.375	3.875	4.125
#A6A6A6	3.75	3	3.625	3.875	2.875	3.125
#D8D8D8	4.75	5.5	4.625	4.875	5.375	5.625
#646464	3.25	2	3.125	3.375	1.875	2.125
#FFFFFF	4.25	3.5	4.125	4.375	3.375	3.625
#676767	3	2	2.875	3.125	1.875	2.125
#D8D8D8	4	3	3.875	4.125	2.875	3.125
#D8D8D8	3.75	3.25	3.625	3.875	3.125	3.375
#D8D8D8	3.5	3	3.375	3.625	2.875	3.125
#D8D8D8	4.25	5.25	4.125	4.375	5.125	5.375
#C1C1C1	3.5	2.25	3.375	3.625	2.125	2.375
#FFFFFF	4	3.5	3.875	4.125	3.375	3.625
#D8D8D8	4.25	3.25	4.125	4.375	3.125	3.375
#A6A6A6	3.25	2.25	3.125	3.375	2.125	2.375
#4F4F4F	2.5	0	2.375	2.625	-0.125	0.125
#535353	2.75	2	2.625	2.875	1.875	2.125
#4F4F4F	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	4.5	5	4.375	4.625	4.875	5.125
#B2B2B2	3.75	2.25	3.625	3.875	2.125	2.375
#C1C1C1	4	3.25	3.875	4.125	3.125	3.375
#878787	3	2.25	2.875	3.125	2.125	2.375
#D8D8D8	3.75	2.5	3.625	3.875	2.375	2.625
#878787	2.25	2	2.125	2.375	1.875	2.125
#828282	3.25	1.5	3.125	3.375	1.375	1.625
#D8D8D8	3.5	2	3.375	3.625	1.875	2.125
#151515	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	3	2.75	2.875	3.125	2.625	2.875
#676767	3	1.5	2.875	3.125	1.375	1.625
#C1C1C1	2.75	2.25	2.625	2.875	2.125	2.375
#3A3A3A	2.5	1	2.375	2.625	0.875	1.125
#7D7D7D	2.5	2	2.375	2.625	1.875	2.125
#9C9C9C	3.5	2.5	3.375	3.625	2.375	2.625
#222222	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	4	3.75	3.875	4.125	3.625	3.875
#FFFFFF	4.75	5	4.625	4.875	4.875	5.125
#FFFFFF	3.5	3.75	3.375	3.625	3.625	3.875
#3E3E3E	2.25	0	2.125	2.375	-0.125	0.125
#C1C1C1	3.5	2.75	3.375	3.625	2.625	2.875
#FFFFFF	3	2.5	2.875	3.125	2.375	2.625
#2F2F2F	2	1	1.875	2.125	0.875	1.125
#FFFFFF	3.75	3.75	3.625	3.875	3.625	3.875
#D8D8D8	2.75	2.5	2.625	2.875	2.375	2.625
#FFFFFF	3.5	3.5	3.375	3.625	3.375	3.625
#000000	1.5	0	1.375	1.625	-0.125	0.125
#9C9C9C	2.75	0	2.625	2.875	-0.125	0.125
#D8D8D8	4.25	3.75	4.125	4.375	3.625	3.875
#FFFFFF	3.5	1	3.375	3.625	0.875	1.125
#6D6D6D	2.25	1.5	2.125	2.375	1.375	1.625
#9C9C9C	3.25	1	3.125	3.375	0.875	1.125
#676767	3	1	2.875	3.125	0.875	1.125
#878787	2	1.5	1.875	2.125	1.375	1.625
#101010	1.75	0	1.625	1.875	-0.125	0.125
#D8D8D8	3.75	2.75	3.625	3.875	2.625	2.875
#2F2F2F	1.75	1	1.625	1.875	0.875	1.125
#353535	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	3.25	3.5	3.125	3.375	3.375	3.625
#9C9C9C	2	2	1.875	2.125	1.875	2.125
#FFFFFF	3.25	3.25	3.125	3.375	3.125	3.375
#C1C1C1	1.75	1.5	1.625	1.875	1.375	1.625
#313131	1.5	1	1.375	1.625	0.875	1.125
#111111	1.25	0	1.125	1.375	-0.125	0.125
#575757	1.25	1	1.125	1.375	0.875	1.125
#828282	1	1	0.875	1.125	0.875	1.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#D8D8D8	0.75	1	0.625	0.875	0.875	1.125
#747474	0.75	0	0.625	0.875	-0.125	0.125
#C1C1C1	1.75	2	1.625	1.875	1.875	2.125
#D8D8D8	1.25	2	1.125	1.375	1.875	2.125
#D8D8D8	0.5	0	0.375	0.625	-0.125	0.125
#D8D8D8	1.5	2	1.375	1.625	1.875	2.125
#D8D8D8	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	0.25	0	0.125	0.375	-0.125	0.125
