x	y	clickSelects	xmin	xmax	ymin	ymax
16080	24	16100,0	16055	16105	-1	49
16130	24	16150,0	16105	16155	-1	49
16130	74	16150,50	16105	16155	49	99
16180	74	16200,50	16155	16205	49	99
16180	124	16200,100	16155	16205	99	149
16230	124	16250,100	16205	16255	99	149
16230	174	16250,150	16205	16255	149	199
16280	174	16300,150	16255	16305	149	199
16280	224	16300,200	16255	16305	199	249
16330	224	16350,200	16305	16355	199	249
16330	274	16350,250	16305	16355	249	299
16380	274	16400,250	16355	16405	249	299
16380	324	16400,300	16355	16405	299	349
16430	324	16450,300	16405	16455	299	349
16430	374	16450,350	16405	16455	349	399
16480	374	16500,350	16455	16505	349	399
16480	424	16500,400	16455	16505	399	449
16530	424	16550,400	16505	16555	399	449
16530	474	16550,450	16505	16555	449	499
16580	474	16600,450	16555	16605	449	499
16580	524	16600,500	16555	16605	499	549
16630	524	16650,500	16605	16655	499	549
16630	574	16650,550	16605	16655	549	599
16680	574	16700,550	16655	16705	549	599
16680	624	16700,600	16655	16705	599	649
16730	624	16750,600	16705	16755	599	649
16730	674	16750,650	16705	16755	649	699
16780	674	16800,650	16755	16805	649	699
16780	724	16800,700	16755	16805	699	749
16830	724	16850,700	16805	16855	699	749
16830	774	16850,750	16805	16855	749	799
16880	774	16900,750	16855	16905	749	799
16180	24	16200,0	16155	16205	-1	49
16280	124	16300,100	16255	16305	99	149
16380	224	16400,200	16355	16405	199	249
16480	324	16500,300	16455	16505	299	349
16580	424	16600,400	16555	16605	399	449
16680	524	16700,500	16655	16705	499	549
16230	74	16250,50	16205	16255	49	99
16330	174	16350,150	16305	16355	149	199
16430	274	16450,250	16405	16455	249	299
16530	374	16550,350	16505	16555	349	399
16630	474	16650,450	16605	16655	449	499
16730	574	16750,550	16705	16755	549	599
16780	624	16800,600	16755	16805	599	649
16830	674	16850,650	16805	16855	649	699
16880	724	16900,700	16855	16905	699	749
16230	24	16250,0	16205	16255	-1	49
16280	74	16300,50	16255	16305	49	99
16330	124	16350,100	16305	16355	99	149
16380	174	16400,150	16355	16405	149	199
16430	224	16450,200	16405	16455	199	249
16480	274	16500,250	16455	16505	249	299
16530	324	16550,300	16505	16555	299	349
16580	374	16600,350	16555	16605	349	399
16630	424	16650,400	16605	16655	399	449
16680	474	16700,450	16655	16705	449	499
16730	524	16750,500	16705	16755	499	549
16780	574	16800,550	16755	16805	549	599
16830	624	16850,600	16805	16855	599	649
16880	674	16900,650	16855	16905	649	699
16930	724	16950,700	16905	16955	699	749
16280	24	16300,0	16255	16305	-1	49
16380	124	16400,100	16355	16405	99	149
16480	224	16500,200	16455	16505	199	249
16580	324	16600,300	16555	16605	299	349
16680	424	16700,400	16655	16705	399	449
16780	524	16800,500	16755	16805	499	549
16330	74	16350,50	16305	16355	49	99
16430	174	16450,150	16405	16455	149	199
16530	274	16550,250	16505	16555	249	299
16630	374	16650,350	16605	16655	349	399
16730	474	16750,450	16705	16755	449	499
16880	624	16900,600	16855	16905	599	649
16930	674	16950,650	16905	16955	649	699
16830	574	16850,550	16805	16855	549	599
16330	24	16350,0	16305	16355	-1	49
16380	74	16400,50	16355	16405	49	99
16430	124	16450,100	16405	16455	99	149
16480	174	16500,150	16455	16505	149	199
16530	224	16550,200	16505	16555	199	249
16580	274	16600,250	16555	16605	249	299
16630	324	16650,300	16605	16655	299	349
16680	374	16700,350	16655	16705	349	399
16730	424	16750,400	16705	16755	399	449
16780	474	16800,450	16755	16805	449	499
16830	524	16850,500	16805	16855	499	549
16880	574	16900,550	16855	16905	549	599
16930	624	16950,600	16905	16955	599	649
16980	674	17000,650	16955	17005	649	699
16380	24	16400,0	16355	16405	-1	49
16480	124	16500,100	16455	16505	99	149
16580	224	16600,200	16555	16605	199	249
16680	324	16700,300	16655	16705	299	349
16780	424	16800,400	16755	16805	399	449
16880	524	16900,500	16855	16905	499	549
16980	624	17000,600	16955	17005	599	649
16430	74	16450,50	16405	16455	49	99
16530	174	16550,150	16505	16555	149	199
16630	274	16650,250	16605	16655	249	299
16730	374	16750,350	16705	16755	349	399
16830	474	16850,450	16805	16855	449	499
16930	574	16950,550	16905	16955	549	599
16430	24	16450,0	16405	16455	-1	49
16480	74	16500,50	16455	16505	49	99
16530	124	16550,100	16505	16555	99	149
16580	174	16600,150	16555	16605	149	199
16630	224	16650,200	16605	16655	199	249
16680	274	16700,250	16655	16705	249	299
16730	324	16750,300	16705	16755	299	349
16780	374	16800,350	16755	16805	349	399
16880	474	16900,450	16855	16905	449	499
16930	524	16950,500	16905	16955	499	549
16830	424	16850,400	16805	16855	399	449
16980	574	17000,550	16955	17005	549	599
17030	624	17050,600	17005	17055	599	649
16480	24	16500,0	16455	16505	-1	49
16580	124	16600,100	16555	16605	99	149
16680	224	16700,200	16655	16705	199	249
16780	324	16800,300	16755	16805	299	349
16880	424	16900,400	16855	16905	399	449
16980	524	17000,500	16955	17005	499	549
16530	74	16550,50	16505	16555	49	99
16630	174	16650,150	16605	16655	149	199
16730	274	16750,250	16705	16755	249	299
16830	374	16850,350	16805	16855	349	399
16930	474	16950,450	16905	16955	449	499
17030	574	17050,550	17005	17055	549	599
16530	24	16550,0	16505	16555	-1	49
16580	74	16600,50	16555	16605	49	99
16630	124	16650,100	16605	16655	99	149
16680	174	16700,150	16655	16705	149	199
16730	224	16750,200	16705	16755	199	249
16780	274	16800,250	16755	16805	249	299
16830	324	16850,300	16805	16855	299	349
16880	374	16900,350	16855	16905	349	399
16930	424	16950,400	16905	16955	399	449
17030	524	17050,500	17005	17055	499	549
16980	474	17000,450	16955	17005	449	499
17080	574	17100,550	17055	17105	549	599
16580	24	16600,0	16555	16605	-1	49
16680	124	16700,100	16655	16705	99	149
16780	224	16800,200	16755	16805	199	249
16880	324	16900,300	16855	16905	299	349
16980	424	17000,400	16955	17005	399	449
17080	524	17100,500	17055	17105	499	549
16630	74	16650,50	16605	16655	49	99
16730	174	16750,150	16705	16755	149	199
16830	274	16850,250	16805	16855	249	299
16930	374	16950,350	16905	16955	349	399
17030	474	17050,450	17005	17055	449	499
16630	24	16650,0	16605	16655	-1	49
16680	74	16700,50	16655	16705	49	99
16730	124	16750,100	16705	16755	99	149
16780	174	16800,150	16755	16805	149	199
16830	224	16850,200	16805	16855	199	249
16880	274	16900,250	16855	16905	249	299
16930	324	16950,300	16905	16955	299	349
16980	374	17000,350	16955	17005	349	399
17030	424	17050,400	17005	17055	399	449
17080	474	17100,450	17055	17105	449	499
17130	524	17150,500	17105	17155	499	549
16680	24	16700,0	16655	16705	-1	49
16780	124	16800,100	16755	16805	99	149
16880	224	16900,200	16855	16905	199	249
16980	324	17000,300	16955	17005	299	349
16730	74	16750,50	16705	16755	49	99
16830	174	16850,150	16805	16855	149	199
16930	274	16950,250	16905	16955	249	299
17030	374	17050,350	17005	17055	349	399
17080	424	17100,400	17055	17105	399	449
17130	474	17150,450	17105	17155	449	499
16730	24	16750,0	16705	16755	-1	49
16780	74	16800,50	16755	16805	49	99
16830	124	16850,100	16805	16855	99	149
16880	174	16900,150	16855	16905	149	199
16930	224	16950,200	16905	16955	199	249
16980	274	17000,250	16955	17005	249	299
17030	324	17050,300	17005	17055	299	349
17080	374	17100,350	17055	17105	349	399
17130	424	17150,400	17105	17155	399	449
17180	474	17200,450	17155	17205	449	499
16780	24	16800,0	16755	16805	-1	49
16880	124	16900,100	16855	16905	99	149
16980	224	17000,200	16955	17005	199	249
17180	424	17200,400	17155	17205	399	449
16830	74	16850,50	16805	16855	49	99
16930	174	16950,150	16905	16955	149	199
17030	274	17050,250	17005	17055	249	299
17080	324	17100,300	17055	17105	299	349
17130	374	17150,350	17105	17155	349	399
16830	24	16850,0	16805	16855	-1	49
16880	74	16900,50	16855	16905	49	99
16930	124	16950,100	16905	16955	99	149
16980	174	17000,150	16955	17005	149	199
17030	224	17050,200	17005	17055	199	249
17080	274	17100,250	17055	17105	249	299
17180	374	17200,350	17155	17205	349	399
17130	324	17150,300	17105	17155	299	349
17230	424	17250,400	17205	17255	399	449
16880	24	16900,0	16855	16905	-1	49
16980	124	17000,100	16955	17005	99	149
17080	224	17100,200	17055	17105	199	249
17180	324	17200,300	17155	17205	299	349
16930	74	16950,50	16905	16955	49	99
17030	174	17050,150	17005	17055	149	199
17130	274	17150,250	17105	17155	249	299
17230	374	17250,350	17205	17255	349	399
16930	24	16950,0	16905	16955	-1	49
16980	74	17000,50	16955	17005	49	99
17030	124	17050,100	17005	17055	99	149
17080	174	17100,150	17055	17105	149	199
17130	224	17150,200	17105	17155	199	249
17180	274	17200,250	17155	17205	249	299
17230	324	17250,300	17205	17255	299	349
17280	374	17300,350	17255	17305	349	399
16980	24	17000,0	16955	17005	-1	49
17080	124	17100,100	17055	17105	99	149
17180	224	17200,200	17155	17205	199	249
17280	324	17300,300	17255	17305	299	349
17030	74	17050,50	17005	17055	49	99
17130	174	17150,150	17105	17155	149	199
17230	274	17250,250	17205	17255	249	299
17030	24	17050,0	17005	17055	-1	49
17080	74	17100,50	17055	17105	49	99
17130	124	17150,100	17105	17155	99	149
17180	174	17200,150	17155	17205	149	199
17230	224	17250,200	17205	17255	199	249
17280	274	17300,250	17255	17305	249	299
17330	324	17350,300	17305	17355	299	349
17080	24	17100,0	17055	17105	-1	49
17180	124	17200,100	17155	17205	99	149
17280	224	17300,200	17255	17305	199	249
17130	74	17150,50	17105	17155	49	99
17230	174	17250,150	17205	17255	149	199
17330	274	17350,250	17305	17355	249	299
17130	24	17150,0	17105	17155	-1	49
17180	74	17200,50	17155	17205	49	99
17230	124	17250,100	17205	17255	99	149
17280	174	17300,150	17255	17305	149	199
17330	224	17350,200	17305	17355	199	249
17380	274	17400,250	17355	17405	249	299
17180	24	17200,0	17155	17205	-1	49
17280	124	17300,100	17255	17305	99	149
17380	224	17400,200	17355	17405	199	249
17230	74	17250,50	17205	17255	49	99
17330	174	17350,150	17305	17355	149	199
17230	24	17250,0	17205	17255	-1	49
17280	74	17300,50	17255	17305	49	99
17330	124	17350,100	17305	17355	99	149
17380	174	17400,150	17355	17405	149	199
17430	224	17450,200	17405	17455	199	249
17280	24	17300,0	17255	17305	-1	49
17380	124	17400,100	17355	17405	99	149
17330	74	17350,50	17305	17355	49	99
17430	174	17450,150	17405	17455	149	199
17330	24	17350,0	17305	17355	-1	49
17380	74	17400,50	17355	17405	49	99
17430	124	17450,100	17405	17455	99	149
17480	174	17500,150	17455	17505	149	199
17380	24	17400,0	17355	17405	-1	49
17480	124	17500,100	17455	17505	99	149
17430	74	17450,50	17405	17455	49	99
17430	24	17450,0	17405	17455	-1	49
17480	74	17500,50	17455	17505	49	99
17530	124	17550,100	17505	17555	99	149
17480	24	17500,0	17455	17505	-1	49
17530	74	17550,50	17505	17555	49	99
17530	24	17550,0	17505	17555	-1	49
17580	74	17600,50	17555	17605	49	99
17580	24	17600,0	17555	17605	-1	49
17630	24	17650,0	17605	17655	-1	49
